ResponseID,Timestamp,Q1_Age,Q2_Gender,Q3_City,Q4_Occupation,Q5_Income,Q6_Education,Q7_Awareness,Q8_Purchase,Q9_Motivation,Q10_BrowseFrequency,Q12_BiggestConcern,Q13_AuthImportance,Q19_Mechanism,Q20_Community,Q25_Discovery,Q26_ShoppingTime,Q27_DecisionSpeed,Q28_Influence,Q29_MaxSpent,Q30_Sneakers_WTP,Q30_Watches_WTP,Q30_Cards_WTP,Q31_HobbySpending,Q32_IncomePercent,Q33_EMI,Q34_Likelihood,Q35_Recommend,Q36_When,Q37_OneFeature,Q38_Suggestions,Q11_Instagram_Facebook_Groups,Q11_OLX_Quikr,Q11_Retail_Stores,Q11_International_Platforms,Q11_Friends_Personal_Network,Q11_Local_Meetups_Events,Q11_Don't_buy_sell,Q11_Other,Q14_Limited_Edition_Sneakers,Q14_Luxury_Watches,Q14_Affordable_Fashion_Watches,Q14_Sports_Trading_Cards,Q14_Pokemon_Gaming_Cards,Q14_Streetwear,Q14_Collectible_Toys,Q14_Vintage_Items,Q14_Art_Prints_Posters,Q14_Comic_Books,Q14_None,Q15_Limited_edition_releases,Q15_Brand_collaborations,Q15_Resale_value_Investment,Q15_Personal_style_fashion,Q15_Rarity,Q15_Brand_loyalty,Q15_Not_interested,Q16_Luxury_1L+,Q16_Mid_range_20K_1L,Q16_Affordable_Below_20K,Q16_Vintage_watches,Q16_Smart_watches,Q16_Limited_editions,Q16_Not_interested,Q17_Cricket_cards,Q17_Football_Soccer_cards,Q17_Basketball_cards,Q17_Pokemon_cards,Q17_Other_gaming_cards,Q17_Not_interested,Q18_Brand_New_Deadstock,Q18_Gently_Used_9_10,Q18_Used_7-8_10,Q18_Vintage_Pre-owned,Q18_Only_Brand_New,Q21_Physical_authentication_centers,Q21_Money-back_guarantee,Q21_Verified_seller_badges,Q21_User_reviews_ratings,Q21_Partnership_with_brands,Q21_Insurance_on_items,Q21_Transparent_fee_structure,Q21_Celebrity_Influencer_endorsement,Q21_Video_proof_of_authentication,Q22_UPI,Q22_Credit_Debit_Card,Q22_Net_Banking,Q22_EMI_Options,Q22_Cash_on_Delivery,Q22_Digital_Wallets,Q22_Cryptocurrency,Q23_Price_history_tracking,Q23_Authentication_certificate,Q23_Seller_ratings,Q23_Real-time_bidding,Q23_Mobile_app,Q23_Wishlist_Save_items,Q23_Price_alerts,Q23_Video_authentication_proof,Q23_Community_forums,Q23_Return_Refund_policy,Q23_Secure_packaging,Q24_Storage_Vault_service,Q24_Authentication-only_service,Q24_Collectible_insurance,Q24_Market_value_appraisal,Q24_Cleaning_restoration_service,Q24_Consignment_selling,Q24_None
255,2024-01-11 14:00:00,23-27,Male,Mumbai,Self-Employed/Business Owner,15-25 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Once a month,Authenticity/Fake products,Very important,Fixed Price Marketplace,Somewhat important,Online forums/communities,Evening (5 PM - 9 PM),Quick (same day),Personal desire/passion,Never purchased,31527,53982,24035,1000-3000,Less than 5%,"No, prefer full payment",Definitely will use,"Yes, definitely",Immediately,Verified seller ratings,Need more information about authentication process,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
256,2024-01-11 15:00:00,28-32,Male,Other Metro,Employed (Government),6-10 Lakhs,Undergraduate,"Yes, very aware","Yes, multiple times",Investment/resale value,2-3 times a week,Authenticity/Fake products,Extremely important,Fixed Price Marketplace,Neutral,Social media,Night (9 PM - 12 AM),Impulsive (within minutes),Personal desire/passion,2000-5000,5339,44656,4996,Below 1000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",After 3-6 months,Better prices than international platforms,Partnership with authorized retailers would help,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
257,2024-01-11 16:00:00,38-45,Male,Hyderabad,Employed (Private Sector),25-50 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Once a week,Authenticity/Fake products,Very important,Bid/Ask System,Somewhat important,Social media,Evening (5 PM - 9 PM),Quick (same day),Resale value,Never purchased,34670,159255,12645,1000-3000,5-10%,Maybe,Definitely will use,"Yes, definitely",Within first month,Wide variety of collectibles,Would love to see rare collectibles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
258,2024-01-11 17:00:00,28-32,Male,Hyderabad,Employed (Private Sector),15-25 Lakhs,Undergraduate,Somewhat aware,"Yes, multiple times",Investment/resale value,Once a month,Lack of return policy,Very important,Bid/Ask System,Somewhat important,Influencers/Celebrities,Evening (5 PM - 9 PM),Moderate (1-3 days),Price/Good deal,25000-50000,23984,68244,11067,Below 1000,Less than 5%,Maybe,Definitely will use,"Yes, definitely",Immediately,EMI options for high-value items,Interested to see how this develops,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
259,2024-01-11 18:00:00,28-32,Male,Delhi/NCR,Employed (Government),3-6 Lakhs,Graduate,Somewhat aware,"Yes, once or twice",Personal collection/hobby,Once a week,Authenticity/Fake products,Very important,Bid/Ask System,Neutral,Online forums/communities,Night (9 PM - 12 AM),Slow (weeks),Price/Good deal,5000-10000,4330,6598,1856,1000-3000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Immediately,Easy return policy,Community aspect is important,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
260,2024-01-11 19:00:00,18-22,Male,Pune,Employed (Private Sector),3-6 Lakhs,Post-Graduate,Heard about it but don't know much,"No, but interested",N/A,Never,High prices,Extremely important,Fixed Price Marketplace,Somewhat important,Random browsing,Afternoon (12 PM - 5 PM),Quick (same day),Rarity/Exclusivity,Never purchased,3053,4823,4929,5000-10000,10-15%,Maybe,Very likely,"Yes, definitely",Within first month,Better prices than international platforms,Pricing should be competitive,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
261,2024-01-11 20:00:00,28-32,Female,Bangalore,Student,6-10 Lakhs,Undergraduate,Heard about it but don't know much,"No, but interested",N/A,Once a month,Payment security,Somewhat important,Bid/Ask System,Somewhat important,Retail stores,Evening (5 PM - 9 PM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,8891,20780,3146,1000-3000,0% (Not willing),Maybe,Somewhat likely,Probably yes,After 3-6 months,Verified seller ratings,Make sure customer service is responsive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
262,2024-01-11 21:00:00,46+,Male,Pune,Employed (Private Sector),Above 50 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Once a week,Lack of return policy,Very important,Hybrid,Somewhat important,Influencers/Celebrities,Evening (5 PM - 9 PM),Quick (same day),Personal desire/passion,Below 2000,47494,77420,23846,1000-3000,5-10%,"No, prefer full payment",Very likely,"Yes, definitely",Within first month,Wide variety of collectibles,Interested to see how this develops,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
263,2024-01-11 22:00:00,18-22,Male,Mumbai,Self-Employed/Business Owner,Below 3 Lakhs,Graduate,Somewhat aware,"No, not interested",N/A,Rarely,High prices,Extremely important,Fixed Price Marketplace,Very important,Social media,Evening (5 PM - 9 PM),Quick (same day),Price/Good deal,Never purchased,1437,5041,1797,3000-5000,10-15%,Maybe,Somewhat likely,Not sure,After 6-12 months,Price tracking and alerts,Partnership with authorized retailers would help,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
264,2024-01-11 23:00:00,28-32,Male,Pune,Employed (Private Sector),10-15 Lakhs,High School,Somewhat aware,"Yes, multiple times",Nostalgia,2-3 times a week,High prices,Extremely important,Bid/Ask System,Neutral,Retail stores,Late night (12 AM - 6 AM),Moderate (1-3 days),Personal desire/passion,10000-25000,9633,14970,6691,Below 1000,5-10%,Maybe,Definitely will use,Probably yes,Within first month,Mobile app with good UI/UX,No specific suggestions at this time,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
265,2024-01-12 00:00:00,38-45,Male,Tier 3 City,Student,10-15 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Investment/resale value,Once a week,Lack of return policy,Very important,No preference,Somewhat important,Social media,Night (9 PM - 12 AM),Moderate (1-3 days),Rarity/Exclusivity,2000-5000,3759,20834,3390,1000-3000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Within first month,EMI options for high-value items,Community aspect is important,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
266,2024-01-12 01:00:00,33-37,Male,Mumbai,Self-Employed/Business Owner,6-10 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Gift for someone,Once a week,Authenticity/Fake products,Somewhat important,Fixed Price Marketplace,Not important,Online forums/communities,Afternoon (12 PM - 5 PM),Slow (weeks),Rarity/Exclusivity,5000-10000,3256,13350,11710,3000-5000,5-10%,Maybe,Very likely,"Yes, definitely",After 3-6 months,Physical authentication centers in my city,Video authentication would be great,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
267,2024-01-12 02:00:00,28-32,Male,Tier 2 City,Employed (Private Sector),3-6 Lakhs,Graduate,Somewhat aware,"Yes, multiple times",Social status/showing off,Once a week,Authenticity/Fake products,Extremely important,Bid/Ask System,Neutral,Friends/Word of mouth,Morning (6 AM - 12 PM),Quick (same day),Resale value,2000-5000,2215,6798,1549,1000-3000,More than 20%,Maybe,Definitely will use,Not sure,Within first month,Mobile app with good UI/UX,"Good concept, execution will be key",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
268,2024-01-12 03:00:00,33-37,Male,Bangalore,Employed (Private Sector),15-25 Lakhs,Graduate,Somewhat aware,"Yes, multiple times",Personal collection/hobby,Rarely,Limited selection,Very important,Live Auction,Somewhat important,Social media,Morning (6 AM - 12 PM),Slow (weeks),Price/Good deal,10000-25000,5333,113172,5086,3000-5000,0% (Not willing),"Yes, if interest-free",Definitely will use,"Yes, definitely",Within first month,Guaranteed authenticity with certificate,Need more information about authentication process,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
269,2024-01-12 04:00:00,23-27,Female,Ahmedabad,Employed (Private Sector),6-10 Lakhs,Graduate,Heard about it but don't know much,"No, not interested",N/A,Once a week,Authenticity/Fake products,Extremely important,Bid/Ask System,Very important,Influencers/Celebrities,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Social proof,Below 2000,16419,12564,5836,1000-3000,5-10%,"Yes, if interest-free",Not likely,Probably yes,Probably never,Community of verified collectors,"Looks promising, hope it launches soon",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
270,2024-01-12 05:00:00,23-27,Female,Chennai,Employed (Private Sector),3-6 Lakhs,Graduate,"Yes, very aware","No, but interested",N/A,Rarely,Payment security,Very important,Live Auction,Very important,Influencers/Celebrities,Afternoon (12 PM - 5 PM),Quick (same day),Price/Good deal,Never purchased,6328,14405,2171,5000-10000,0% (Not willing),"Yes, definitely",Very likely,"Yes, definitely",Within first month,Guaranteed authenticity with certificate,Make sure customer service is responsive,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
271,2024-01-12 06:00:00,33-37,Male,Pune,Self-Employed/Business Owner,15-25 Lakhs,Undergraduate,Somewhat aware,"No, not interested",N/A,Once a month,Trust in seller,Not important at all,No preference,Somewhat important,Social media,Evening (5 PM - 9 PM),Moderate (1-3 days),Rarity/Exclusivity,Never purchased,34029,30493,12493,10000-20000,Less than 5%,"Yes, if interest-free",Not likely,Probably no,After 3-6 months,Easy return policy,Interested to see how this develops,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
272,2024-01-12 07:00:00,33-37,Male,Hyderabad,Employed (Private Sector),6-10 Lakhs,High School,"Yes, very aware","No, not interested",N/A,Once a week,Authenticity/Fake products,Somewhat important,Hybrid,Somewhat important,Online forums/communities,Night (9 PM - 12 AM),Slow (weeks),Personal desire/passion,Never purchased,7602,8854,2966,Below 1000,Less than 5%,"Yes, if interest-free",Not likely,Not sure,Probably never,Fast and secure delivery,"Looks promising, hope it launches soon",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
273,2024-01-12 08:00:00,38-45,Male,Ahmedabad,Employed (Private Sector),15-25 Lakhs,Post-Graduate,Somewhat aware,"Yes, once or twice",Investment/resale value,Rarely,High prices,Extremely important,Hybrid,Very important,Friends/Word of mouth,Night (9 PM - 12 AM),Quick (same day),Personal desire/passion,25000-50000,6976,41063,4647,1000-3000,Less than 5%,"No, prefer full payment",Definitely will use,"Yes, definitely",Within first month,Easy return policy,Need strong anti-fraud measures,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
274,2024-01-12 09:00:00,38-45,Male,Bangalore,Freelancer,6-10 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,2-3 times a week,Lack of return policy,Very important,Hybrid,Somewhat important,Friends/Word of mouth,Afternoon (12 PM - 5 PM),Quick (same day),Rarity/Exclusivity,Never purchased,13947,24890,1078,1000-3000,15-20%,Maybe,Very likely,Probably yes,After 6-12 months,Verified seller ratings,Keep fees transparent and reasonable,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0
275,2024-01-12 10:00:00,28-32,Male,Delhi/NCR,Freelancer,15-25 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Social status/showing off,2-3 times a week,Limited selection,Extremely important,Bid/Ask System,Very important,News websites,Evening (5 PM - 9 PM),Moderate (1-3 days),Rarity/Exclusivity,25000-50000,23932,51551,27597,Below 1000,15-20%,Maybe,Definitely will use,"Yes, definitely",Immediately,Expert authentication team,Make sure customer service is responsive,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
276,2024-01-12 11:00:00,28-32,Male,Hyderabad,Freelancer,3-6 Lakhs,Post-Graduate,Somewhat aware,"Yes, once or twice",Personal collection/hobby,Once a week,Trust in seller,Extremely important,Bid/Ask System,Not important,Social media,Evening (5 PM - 9 PM),Quick (same day),Personal desire/passion,Below 2000,2518,4990,1443,5000-10000,Less than 5%,"Yes, if interest-free",Very likely,"Yes, definitely",Within first month,Price tracking and alerts,Need more information about authentication process,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
277,2024-01-12 12:00:00,33-37,Female,Kolkata,Employed (Private Sector),6-10 Lakhs,Post-Graduate,Somewhat aware,"Yes, once or twice",Gift for someone,2-3 times a week,Payment security,Somewhat important,Hybrid,Very important,Influencers/Celebrities,Night (9 PM - 12 AM),Slow (weeks),Investment potential,Below 2000,7571,7521,6721,5000-10000,5-10%,"No, prefer full payment",Somewhat likely,Not sure,Within first month,Verified seller ratings,Need strong anti-fraud measures,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
278,2024-01-12 13:00:00,28-32,Male,Chennai,Employed (Private Sector),Below 3 Lakhs,Graduate,Heard about it but don't know much,"No, but interested",N/A,Daily,Authenticity/Fake products,Somewhat important,No preference,Not important,Social media,Night (9 PM - 12 AM),Slow (weeks),Social proof,Below 2000,1368,9156,1882,1000-3000,5-10%,Maybe,Somewhat likely,Not sure,After 3-6 months,EMI options for high-value items,"Looks promising, hope it launches soon",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0
279,2024-01-12 14:00:00,33-37,Male,Chennai,Other,3-6 Lakhs,Graduate,Somewhat aware,"No, but interested",N/A,Once a month,Payment security,Extremely important,Bid/Ask System,Not important,Online forums/communities,Night (9 PM - 12 AM),Impulsive (within minutes),Rarity/Exclusivity,Never purchased,4735,3745,2365,3000-5000,10-15%,Maybe,Very likely,"Yes, definitely",Immediately,EMI options for high-value items,Would love to see rare collectibles,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
280,2024-01-12 15:00:00,33-37,Male,Bangalore,Self-Employed/Business Owner,10-15 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Nostalgia,Once a week,High prices,Somewhat important,No preference,Somewhat important,Online forums/communities,Evening (5 PM - 9 PM),Moderate (1-3 days),Investment potential,5000-10000,9261,8799,5808,Below 1000,5-10%,"Yes, if interest-free",Very likely,"Yes, definitely",Immediately,Physical authentication centers in my city,No specific suggestions at this time,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
281,2024-01-12 16:00:00,38-45,Male,Kolkata,Student,3-6 Lakhs,Graduate,Heard about it but don't know much,"Yes, once or twice",Investment/resale value,Once a week,High prices,Very important,Bid/Ask System,Neutral,Social media,Night (9 PM - 12 AM),Slow (weeks),Price/Good deal,Never purchased,2840,2526,1209,3000-5000,0% (Not willing),"Yes, if interest-free",Somewhat likely,Not sure,Immediately,Guaranteed authenticity with certificate,Focus on user experience,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
282,2024-01-12 17:00:00,23-27,Male,Mumbai,Student,6-10 Lakhs,Undergraduate,Somewhat aware,"Yes, once or twice",Gift for someone,Never,Authenticity/Fake products,Extremely important,Bid/Ask System,Somewhat important,Social media,Afternoon (12 PM - 5 PM),Quick (same day),Price/Good deal,2000-5000,7268,23310,12935,5000-10000,10-15%,Maybe,Definitely will use,Probably yes,Within first month,Insurance on high-value items,Focus on user experience,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
283,2024-01-12 18:00:00,23-27,Male,Bangalore,Employed (Private Sector),Below 3 Lakhs,Post-Graduate,Not aware at all,"No, not interested",N/A,Once a month,Authenticity/Fake products,Very important,Bid/Ask System,Somewhat important,News websites,Evening (5 PM - 9 PM),Moderate (1-3 days),Personal desire/passion,Never purchased,5058,8764,2361,3000-5000,5-10%,Maybe,Definitely won't use,Probably no,After 6-12 months,Physical authentication centers in my city,Video authentication would be great,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
284,2024-01-12 19:00:00,18-22,Male,Mumbai,Freelancer,Below 3 Lakhs,Post-Graduate,"Yes, very aware","Yes, once or twice",Social status/showing off,Rarely,Shipping damage,Very important,Fixed Price Marketplace,Somewhat important,Retail stores,Afternoon (12 PM - 5 PM),Impulsive (within minutes),Price/Good deal,2000-5000,7526,14601,750,1000-3000,5-10%,"No, prefer full payment",Definitely will use,"Yes, definitely",Immediately,Guaranteed authenticity with certificate,Interested to see how this develops,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
285,2024-01-12 20:00:00,28-32,Female,Delhi/NCR,Employed (Private Sector),6-10 Lakhs,Graduate,Heard about it but don't know much,"Yes, once or twice",Social status/showing off,2-3 times a week,High prices,Very important,Live Auction,Somewhat important,Social media,Evening (5 PM - 9 PM),Moderate (1-3 days),Price/Good deal,2000-5000,5729,18534,4519,3000-5000,15-20%,"No, prefer full payment",Very likely,"Yes, definitely",Within first month,EMI options for high-value items,Would love to see rare collectibles,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
286,2024-01-12 21:00:00,18-22,Male,Delhi/NCR,Employed (Private Sector),Below 3 Lakhs,Undergraduate,Heard about it but don't know much,"No, but interested",N/A,Once a month,Authenticity/Fake products,Very important,Fixed Price Marketplace,Somewhat important,Friends/Word of mouth,Evening (5 PM - 9 PM),Quick (same day),Price/Good deal,Never purchased,1055,2805,4496,1000-3000,15-20%,"No, prefer full payment",Very likely,"Yes, definitely",Immediately,Easy return policy,Focus on user experience,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
287,2024-01-12 22:00:00,28-32,Male,Bangalore,Student,Below 3 Lakhs,Graduate,Heard about it but don't know much,"Yes, multiple times",Personal collection/hobby,Rarely,High prices,Very important,Bid/Ask System,Somewhat important,Social media,Afternoon (12 PM - 5 PM),Slow (weeks),Rarity/Exclusivity,Below 2000,3606,6644,4509,3000-5000,5-10%,Maybe,Very likely,"Yes, definitely",After 6-12 months,Mobile app with good UI/UX,Partnership with authorized retailers would help,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
